ax,ay,az,aigx,aigy,aigz,rralpha,rrbeta,rrgamma
1.826264667502295,2.9383422372679666,2.4135901025651405,2.085092858986832,3.081494433053952,2.426279757456983,39.449648016073894,46.749573013533755,32.85847657790501
2.1044054687927973,2.613822764710282,2.6556582500640293,2.468132443297981,2.8599944995211213,2.583379783244968,49.689034532222536,41.2632511009588,32.64766352364563
1.9252627199537207,2.274244538708859,1.9228553947042155,2.0805235371827657,2.4598332262588807,1.9804811257031558,50.88189068695397,40.85073023973251,21.12277803355362
2.4938774414674807,2.5009041053984276,2.2021258074368286,2.7761299640213872,2.6822907017362976,2.1955367924892726,42.9865766270376,56.775624661620995,29.40199879981219
2.5995005129272974,3.129310700018589,2.632262927091668,2.7959757955520166,3.3419517389602063,2.5916659346962887,66.01254896587817,27.74215770656604,22.21658885165203
1.9955597295920235,2.4888149824984565,1.97978705794962,2.0478885270552145,2.641109372566565,2.125309801293856,59.18566934418685,42.99450224173548,13.803187553786145
2.0392802181693632,2.914200815591969,2.3537515194033323,2.2586114768540377,3.0973461048843465,2.458803657861488,58.410045837339624,36.1421945677027,22.906306969523644
2.1118546565600513,3.1318373495608514,2.8745409646303903,2.1476722164928987,3.2529854554377335,2.8786004129436487,61.9898155069263,40.119801116895,26.939315518542596
2.184996593275486,2.34813952026163,3.325490807518324,2.3980548451795247,2.4983572453018366,3.456383019816139,63.98538055184874,36.95137900088528,28.926906318507307
2.1898243738128995,2.2795398628894956,2.5215187692348864,2.348267241830716,2.40523027658627,2.501371645661651,55.138583612714626,27.786374725654582,27.901818864413958
1.9778531929286798,2.6996035835195915,2.853802868664048,2.2155242116701492,2.8608626136024293,3.0055106918841594,56.562691996020135,34.77549569811304,28.71139535838667
2.3075347880222368,2.5698771179161466,2.192102532646153,2.434808523264015,2.611132845009001,2.5526132460946607,59.251595326274,36.221513624536165,25.145807909348
2.580987196513336,3.2409392803737913,2.467626098403186,2.665337646466664,3.411500438185263,2.530986061493418,56.46310606560425,51.23362641515068,28.684730683403707
2.452730991427666,2.683638019032172,2.9620865406044388,2.6402439515214544,2.8231970140792266,2.9827162298528997,54.85851273806178,40.71841089327961,27.524471776544814
2.8404325139300814,2.650219021928682,2.6235499243819516,2.9843541883562774,2.877272476974338,2.8856393985999063,63.77543721784712,42.24605099351476,27.897450709853082
